id,dep_delayed_15min
0,0.03219095177266458
1,0.05094666076246052
2,0.04043040116192804
3,0.24617937015392236
4,0.19803503806415657
5,0.08958511000649771
6,0.06926943394309128
7,0.14456936957038474
8,0.15367738340737408
9,0.13662155010883897
10,0.2434479641507165
11,0.25474097871764484
12,0.11636911781000768
13,0.18386397813367159
14,0.05764710966915155
15,0.18738961293980183
16,0.07152962836769024
17,0.266890099078788
18,0.4788225436225967
19,0.026392747336798496
20,0.16214107053329999
21,0.0473132682070767
22,0.31028638357190785
23,0.11678825818285209
24,0.25666828354088284
25,0.20205249123176283
26,0.03122103314751726
27,0.03490523458415896
28,0.27860492363853145
29,0.1731090389477676
30,0.16155833794961244
31,0.3318494566779971
32,0.03023691655371744
33,0.18014637061353397
34,0.3464590662564264
35,0.21431006735693267
36,0.224340999660077
37,0.13762304951418577
38,0.07622146466037741
39,0.17309746316900937
40,0.15564319291161724
41,0.16648166106952844
42,0.09820998805155838
43,0.2880926736525601
44,0.12724035631694242
45,0.28745512481945995
46,0.1814452859481373
47,0.19483841763028606
48,0.4066790227482991
49,0.0950673790352702
50,0.2774693704288036
51,0.060730070702787076
52,0.09383690578753642
53,0.3312370048850596
54,0.28563961692166884
55,0.08797902443925242
56,0.15635781927657388
57,0.22287849249892813
58,0.10293315982740359
59,0.2193959891393419
60,0.15521070346546523
61,0.08429564901571138
62,0.13444884201132212
63,0.25427836507814894
64,0.1550740967140012
65,0.14872042615592784
66,0.032490744264304
67,0.08877313880754567
68,0.1522493936878532
69,0.1672830888820848
70,0.036453422803569696
71,0.13691414218935777
72,0.1780303491407384
73,0.22899138517302073
74,0.6029660429811389
75,0.23883484988076437
76,0.0954178148432167
77,0.1543753460799
78,0.06096072754684175
79,0.1487891693664843
80,0.23937679414314625
81,0.1523525548594565
82,0.07779601989695464
83,0.1348070485284667
84,0.11560232154917142
85,0.025371284727084522
86,0.06893897335863657
87,0.15106704921062086
88,0.19315538841665483
89,0.16833456691114274
90,0.18028631827131195
91,0.1667920980339831
92,0.13208393639458216
93,0.14085263102486423
94,0.19037142118014205
95,0.14254260465413754
96,0.13262918627350762
97,0.5329408190728712
98,0.19567985933015905
99,0.2980583435621323
100,0.13106893506224332
101,0.18324174257242345
102,0.058378091551003375
103,0.140258720068269
104,0.29192110237830055
105,0.05707298346220211
106,0.1751007987687531
107,0.058413918360470024
108,0.09526891788778882
109,0.21725386981335698
110,0.19458941273239086
111,0.21815115105051272
112,0.5337657185760761
113,0.024203608893506777
114,0.04156600340903411
115,0.12364301980211582
116,0.13260802214819015
117,0.2783272823259523
118,0.059344183122683775
119,0.13957569248459498
120,0.32641902282221924
121,0.2398443980133225
122,0.2124894012994883
123,0.21361085332882934
124,0.2476572765071719
125,0.05783610523487961
126,0.07098875674082057
127,0.030143188485833878
128,0.08299635418465559
129,0.4667447451031809
130,0.37498879688479186
131,0.13592546605900743
132,0.0357106692465372
133,0.12392036852436569
134,0.03800091123078373
135,0.2779061376295142
136,0.2634252450276967
137,0.17077694990784623
138,0.045322405367422755
139,0.08929511123923974
140,0.2542126106284379
141,0.11536876157562753
142,0.27892680287392163
143,0.30751290073694243
144,0.14494151573334915
145,0.26871596277059084
146,0.253752408497137
147,0.12624087625419306
148,0.10138097764558285
149,0.19234410444351996
150,0.3791459698416921
151,0.21789975119836585
152,0.1202785052650413
153,0.16384375560293682
154,0.17293822568734543
155,0.1441010739972471
156,0.20309949286187098
157,0.16748565117502648
158,0.2715250567130629
159,0.02864836145582452
160,0.06512282892532047
161,0.35738646225419124
162,0.6280134313959918
163,0.08471125351362008
164,0.12511886741444417
165,0.1339319841490606
166,0.11679362982517955
167,0.3244695207337747
168,0.18474679847280556
169,0.2763994634518869
170,0.18381474717593438
171,0.10059480033153421
172,0.15388263522255516
173,0.1857118007041917
174,0.23507322317709384
175,0.24543831731374052
176,0.14079594824188887
177,0.032672961419530126
178,0.24309929803037889
179,0.20028836153026935
180,0.039383899956720224
181,0.11677554180034387
182,0.31606283383877215
183,0.5045190566155879
184,0.1653895666749078
185,0.2733232742064493
186,0.3221180715526134
187,0.14605453623788248
188,0.19564857149107312
189,0.3376862576350099
190,0.23879278445301744
191,0.22534044569334127
192,0.16326140053483068
193,0.1069868444706591
194,0.14420247750316648
195,0.15310365662918424
196,0.09125067327585226
197,0.1110227402368197
198,0.2036260940886866
199,0.28261797760913254
200,0.22255214829416367
201,0.2814150212823124
202,0.31236109443196186
203,0.027001877041794423
204,0.029515794555555485
205,0.1748905862883632
206,0.5589885424122552
207,0.03845483588276773
208,0.1629713737702527
209,0.10398476191451017
210,0.03512563950992842
211,0.06857854014085442
212,0.1974164702501208
213,0.21350389248484902
214,0.13454266617739224
215,0.10058318004248266
216,0.0328350283267623
217,0.1535408024990428
218,0.28659046237637414
219,0.15564676600824615
220,0.16185493587196165
221,0.268886994652199
222,0.5342217396939881
223,0.08601279485758621
224,0.2461937334007653
225,0.08120699861833766
226,0.1854710016669118
227,0.32542512964479986
228,0.2914938972815518
229,0.637746403391963
230,0.028499169585408976
231,0.10633657973863427
232,0.24257355052103652
233,0.42433450322162974
234,0.10251825224269713
235,0.0866099709782072
236,0.03968100831774749
237,0.12276755250592962
238,0.1531065685246313
239,0.09252147800430634
240,0.09000071227576677
241,0.2067801057896773
242,0.11801199047501354
243,0.30759431182709185
244,0.1831614189704946
245,0.24817598338869593
246,0.3233688049673534
247,0.4781864565530117
248,0.5273501736963973
249,0.25826930874172066
250,0.2367343244384527
251,0.04773290747270007
252,0.11930654481466249
253,0.1085113537370323
254,0.1696661824051324
255,0.1580184817088418
256,0.15782422811428828
257,0.03559713600264993
258,0.11621991464061356
259,0.036499356667067454
260,0.22676694339534634
261,0.08141397417017694
262,0.261406330993286
263,0.1335270766117634
264,0.14352753947238778
265,0.13476587894180161
266,0.189970970902744
267,0.11407470012210733
268,0.18886348569064995
269,0.2993661732857258
270,0.07992500238265685
271,0.17911401286159728
272,0.15849760661586856
273,0.037069802208671135
274,0.2511707957094282
275,0.10898390663329696
276,0.03215049141138686
277,0.14867165412316485
278,0.0804216421861698
279,0.2338502939604838
280,0.08449594474551086
281,0.2893600899132173
282,0.13726992888256118
283,0.04956410337274657
284,0.1681718385027146
285,0.20181085114029113
286,0.1974495815114134
287,0.12176543202714726
288,0.2834593258937006
289,0.06473910709898642
290,0.12496976030251877
291,0.1607913940945268
292,0.2812869507442596
293,0.1773490620059045
294,0.27007049303542463
295,0.02862302016024902
296,0.022641465309610153
297,0.15076376068800568
298,0.15430019647969545
299,0.1149102122710194
300,0.17788529167725234
301,0.19624508195656215
302,0.09794942865318326
303,0.16559755420095895
304,0.1115433214350018
305,0.19709089033006766
306,0.15110083308221747
307,0.13488225678543872
308,0.1874244037759535
309,0.18777063402573113
310,0.29393596793918836
311,0.2342290369935273
312,0.03363624574114785
313,0.2671902090637184
314,0.24433136323991933
315,0.13902228461001562
316,0.18417843851874405
317,0.10853327235406174
318,0.13810966411006623
319,0.11506672080796389
320,0.2272608120261644
321,0.05708832844634629
322,0.1443796426905585
323,0.1888349512610815
324,0.1098464838812616
325,0.25912966276843324
326,0.031543988032359055
327,0.21140042624555275
328,0.03264389775375827
329,0.23022070328764452
330,0.13179584100936198
331,0.379804505319352
332,0.45110937944827767
333,0.18149280070387833
334,0.2735954438223373
335,0.2487061698763835
336,0.18123262082103408
337,0.06574462093289951
338,0.29963110395578596
339,0.06039053004031768
340,0.12018632626298391
341,0.2972554968931712
342,0.10128395468935908
343,0.18550289169442993
344,0.24910636103005362
345,0.5111164496148043
346,0.05320977125134888
347,0.14936015198901695
348,0.14728726300117526
349,0.13083082835646745
350,0.20147402713879944
351,0.11155274271289081
352,0.2690997726528314
353,0.12053192771882518
354,0.22893371799229312
355,0.1957376005536085
356,0.043074280845564125
357,0.11073378643132545
358,0.1177792204827938
359,0.25084846030883723
360,0.17259131317565984
361,0.028124796975346207
362,0.06387093206067494
363,0.19607825875280901
364,0.0531442794111586
365,0.29418440664992884
