id,dep_delayed_15min
0,0.031175960769774153
1,0.04934615235056763
2,0.03925897135639366
3,0.2672173448821744
4,0.21060429960095367
5,0.10668050137729866
6,0.06660310705776896
7,0.18335596265785034
8,0.16356352994681703
9,0.1367903871186657
10,0.23374011489639157
11,0.2566247256624989
12,0.1185055774758553
13,0.20016179990999147
14,0.06454313057878966
15,0.20630346282758402
16,0.08228003081290076
17,0.290014905107943
18,0.4819322194060679
19,0.02337313862150587
20,0.16467935280364018
21,0.04432962526597254
22,0.3044300547409173
23,0.12243071434067118
24,0.27404499892964085
25,0.21422089473990236
26,0.0305173496115538
27,0.034450813770225526
28,0.2868952049419366
29,0.19064154010740095
30,0.17034737681558662
31,0.3585729133091479
32,0.03682981098274097
33,0.1840495124526538
34,0.3825538556870021
35,0.22484961777021004
36,0.23821125908935872
37,0.1413361205671257
38,0.08944403747180163
39,0.19684060725403066
40,0.17500742531320782
41,0.17070494393566335
42,0.10262802170062792
43,0.3072316509579158
44,0.12738662086960922
45,0.31810334848138394
46,0.14018139686069897
47,0.20168546548129967
48,0.44128456760822315
49,0.0943990636079868
50,0.2979889607531743
51,0.06926152888869919
52,0.1340879793360424
53,0.3664530906472672
54,0.3044625948218135
55,0.09012827534483044
56,0.14241425497435484
57,0.23247506373950633
58,0.11117478372459796
59,0.22481877532041128
60,0.1664915390189339
61,0.09306252259777978
62,0.12297379640963897
63,0.2631414189120188
64,0.1621923815326048
65,0.13772226531625403
66,0.03628445517884335
67,0.09081963866472087
68,0.1513589488028338
69,0.1796254673015074
70,0.03584343533995418
71,0.15063165642996598
72,0.19327463939240544
73,0.24597599529139222
74,0.5306125900672616
75,0.24859283955111844
76,0.10454142507330193
77,0.16749239380572054
78,0.08212296514408046
79,0.14933858380391973
80,0.23929361844679625
81,0.16037800867264704
82,0.0804440741653569
83,0.15259811310554108
84,0.12906509548917142
85,0.029491142193370474
86,0.07431026840440182
87,0.18036334595774361
88,0.21830342090531873
89,0.17181066575515636
90,0.19709294335514532
91,0.16905488212446995
92,0.13509340999966293
93,0.14224464220952504
94,0.1985031241754786
95,0.1438663162425635
96,0.14805382423407448
97,0.49925292154758766
98,0.2223495343803373
99,0.3200273030076283
100,0.13190602986023098
101,0.18739725695707263
102,0.05506289819743712
103,0.16072791493135072
104,0.02126158569897607
105,0.08033535299521578
106,0.19552192267216956
107,0.06860881087568645
108,0.10559146767355534
109,0.21090524315080175
110,0.2202947589628818
111,0.2323285171692873
112,0.5072627561468526
113,0.02072237128334102
114,0.05792374009498074
115,0.13630196172515643
